"draught","speed_through_water","beaufort","consumption_main_engine_mt_per_day","consumption_auxiliary_engine_mt_per_day","consumption_boiler_engine_mt_per_day","imo"
8.5,14.6,1.0,26.465191263096983,3.1,0.0,345678
8.5,14.6,2.0,26.8956282696769,3.1,0.0,345678
8.5,14.6,3.0,27.86913596163376,3.1,0.0,345678
8.5,14.6,4.0,30.15052084180999,3.1,0.0,345678
8.5,14.7,0.0,27.044831173252806,3.1,0.0,345678
8.5,14.7,1.0,27.20550238256453,3.1,0.0,345678
8.5,14.7,2.0,27.63933285255623,3.1,0.0,345678
8.5,14.7,3.0,28.667625011610777,3.1,0.0,345678
8.5,14.7,4.0,31.034909209979624,3.1,0.0,345678
8.5,14.8,0.0,27.805953106323695,3.1,0.0,345678
8.5,14.8,1.0,27.968144927047373,3.1,0.0,345678
8.5,14.8,2.0,28.4234255903856,3.1,0.0,345678
8.5,14.8,3.0,29.555201043995584,3.1,0.0,345678
8.5,14.8,4.0,31.951759862610906,3.1,0.0,345678
8.5,14.9,0.0,28.633929499183246,3.1,0.0,345678
8.5,14.9,1.0,28.82158790645516,3.1,0.0,345678
8.5,14.9,2.0,29.328033896217853,3.1,0.0,345678
8.5,14.9,3.0,30.475178751482538,3.1,0.0,345678
8.5,14.9,4.0,32.90152736822425,3.1,0.0,345678
8.5,15.0,0.0,29.533005747313478,3.1,0.0,345678
8.5,15.0,1.0,29.723864635767875,3.1,0.0,345678
8.5,15.0,2.0,30.238075682274644,3.1,0.0,345678
8.5,15.0,3.0,31.400727946819035,3.1,0.0,345678
8.5,15.0,4.0,33.85709896237721,3.1,0.0,345678
8.5,15.1,0.0,30.502221506292774,3.1,0.0,345678
8.5,15.1,1.0,30.69637328189418,3.1,0.0,345678
8.5,15.1,2.0,31.21857938770637,3.1,0.0,345678
8.5,15.1,3.0,32.39721302283065,3.1,0.0,345678
8.5,15.2,0.0,31.477398540607364,3.1,0.0,345678
8.5,15.2,1.0,31.67488182573878,3.1,0.0,345678
8.5,15.2,2.0,32.205167900464886,3.1,0.0,345678
8.5,15.2,3.0,33.39992902177383,3.1,0.0,345678
8.5,15.3,0.0,32.49774292852366,3.1,0.0,345678
8.5,15.3,1.0,32.69863073281448,3.1,0.0,345678
8.5,15.3,2.0,33.23717355987207,3.1,0.0,345678
8.5,15.4,0.0,33.56387991039898,3.1,0.0,345678
8.5,15.4,1.0,33.76824687159903,3.1,0.0,345678
8.5,15.4,2.0,34.315226972964204,3.1,0.0,345678
9.0,6.1,3.0,4.556746858981595,3.6,1.0,345678
9.0,6.1,4.0,5.410828357319482,3.6,1.0,345678
9.0,6.1,5.0,7.098120458160464,3.6,1.0,345678
9.0,6.1,6.0,9.942534228544304,3.6,1.0,345678
9.0,6.2,3.0,4.638340335106119,3.6,1.0,345678
9.0,6.2,4.0,5.505073167018431,3.6,1.0,345678
9.0,6.2,5.0,7.214181852448798,3.6,1.0,345678
9.0,6.2,6.0,10.09861070542391,3.6,1.0,345678
9.0,6.3,3.0,4.721115849944255,3.6,1.0,345678
9.0,6.3,4.0,5.600399733616429,3.6,1.0,345678
9.0,6.3,5.0,7.3310219149040465,3.6,1.0,345678
9.0,6.3,6.0,10.266927106062333,3.6,1.0,345678
9.0,6.4,3.0,4.805073583444815,3.6,1.0,345678
9.0,6.4,4.0,5.696804862454541,3.6,1.0,345678
9.0,6.4,5.0,7.4486308229686955,3.6,1.0,345678
9.0,6.4,6.0,10.436238155688178,3.6,1.0,345678
9.0,6.5,2.0,4.499836462282015,3.6,1.0,345678
9.0,6.5,3.0,4.889623958593176,3.6,1.0,345678
9.0,6.5,4.0,5.793715464362635,3.6,1.0,345678
9.0,6.5,5.0,7.566469991084566,3.6,1.0,345678
9.0,6.5,6.0,10.606011723382348,3.6,1.0,345678
9.0,6.6,2.0,4.581197951799047,3.6,1.0,345678
9.0,6.6,3.0,4.9771144106835745,3.6,1.0,345678
9.0,6.6,4.0,5.893395800842076,3.6,1.0,345678
9.0,6.6,5.0,7.686631935924571,3.6,1.0,345678
9.0,6.6,6.0,10.778368843912201,3.6,1.0,345678
9.0,6.7,0.0,4.47735210937322,3.6,1.0,345678
9.0,6.7,1.0,4.518765326978487,3.6,1.0,345678
9.0,6.7,2.0,4.663162191772676,3.6,1.0,345678
9.0,6.7,3.0,5.065190646900096,3.6,1.0,345678
9.0,6.7,4.0,5.993567156230617,3.6,1.0,345678
9.0,6.7,5.0,7.806994827042617,3.6,1.0,345678
9.0,6.7,6.0,10.951183977191288,3.6,1.0,345678
9.0,6.8,0.0,4.557918289482111,3.6,1.0,345678
9.0,6.8,1.0,4.600358893471563,3.6,1.0,345678
9.0,6.8,2.0,4.747506009843261,3.6,1.0,345678
9.0,6.8,3.0,5.155601759486603,3.6,1.0,345678
9.0,6.8,4.0,6.0959135100290345,3.6,1.0,345678
9.0,6.8,5.0,7.929108490731133,3.6,1.0,345678
9.0,6.8,6.0,11.126039407618046,3.6,1.0,345678
9.0,6.9,0.0,4.640850141407794,3.6,1.0,345678
9.0,6.9,1.0,4.684322946969755,3.6,1.0,345678
9.0,6.9,2.0,4.8342172667111365,3.6,1.0,345678
9.0,6.9,3.0,5.248332900247957,3.6,1.0,345678
9.0,6.9,4.0,6.200414396204447,3.6,1.0,345678
9.0,6.9,5.0,8.052941490049864,3.6,1.0,345678
9.0,6.9,6.0,11.302924575262196,3.6,1.0,345678
9.0,7.0,0.0,4.724363202040289,3.6,1.0,345678
9.0,7.0,1.0,4.768875403749175,3.6,1.0,345678
9.0,7.0,2.0,4.921522481642153,3.6,1.0,345678
9.0,7.0,3.0,5.341635285732407,3.6,1.0,345678
9.0,7.0,4.0,6.305380015862845,3.6,1.0,345678
9.0,7.0,5.0,8.176926292246193,3.6,1.0,345678
9.0,7.0,6.0,11.480258697961384,3.6,1.0,345678
9.0,7.1,0.0,4.813176318695372,3.6,1.0,345678
9.0,7.1,1.0,4.858726993222619,3.6,1.0,345678
9.0,7.1,2.0,5.014104855307445,3.6,1.0,345678
9.0,7.1,3.0,5.440116304870313,3.6,1.0,345678
9.0,7.1,4.0,6.41523992398831,3.6,1.0,345678
9.0,7.1,5.0,8.305126400050154,3.6,1.0,345678
9.0,7.1,6.0,11.662218617548023,3.6,1.0,345678
9.0,7.2,0.0,4.902548241277317,3.6,1.0,345678
9.0,7.2,1.0,4.949143629494139,3.6,1.0,345678
9.0,7.2,2.0,5.107255382869379,3.6,1.0,345678
9.0,7.2,3.0,5.539137504600989,3.6,1.0,345678
9.0,7.2,4.0,6.525522713111913,3.6,1.0,345678
9.0,7.2,5.0,8.433415512269468,3.6,1.0,345678
9.0,7.2,6.0,11.844606431217084,3.6,1.0,345678
9.0,7.3,0.0,4.995396627952825,3.6,1.0,345678
9.0,7.3,1.0,5.043037540917978,3.6,1.0,345678
9.0,7.3,2.0,5.203868168296353,3.6,1.0,345678
9.0,7.3,3.0,5.641543623421033,3.6,1.0,345678
9.0,7.3,4.0,6.6389579145012485,3.6,1.0,345678
9.0,7.3,5.0,8.564286544514838,3.6,1.0,345678
9.0,7.3,6.0,12.038046680164475,3.6,1.0,345678
9.0,7.4,0.0,5.091689494290005,3.6,1.0,345678
9.0,7.4,1.0,5.140376065048031,3.6,1.0,345678
9.0,7.4,2.0,5.303908798952108,3.6,1.0,345678
9.0,7.4,3.0,5.747296466929292,3.6,1.0,345678
9.0,7.4,4.0,6.755499569216148,3.6,1.0,345678
9.0,7.4,5.0,8.697678505808591,3.6,1.0,345678
9.0,7.4,6.0,12.235492352205313,3.6,1.0,345678
9.0,7.5,0.0,5.188514660654351,3.6,1.0,345678
9.0,7.5,1.0,5.238251711906756,3.6,1.0,345678
9.0,7.5,2.0,5.404486067047411,3.6,1.0,345678
9.0,7.5,3.0,5.853550374734809,3.6,1.0,345678
9.0,7.5,4.0,6.872409568290857,3.6,1.0,345678
9.0,7.5,5.0,8.83107516476756,3.6,1.0,345678
9.0,7.5,6.0,12.433693455870928,3.6,1.0,345678
9.0,7.6,0.0,5.292620833014625,3.6,1.0,345678
9.0,7.6,1.0,5.343399897658258,3.6,1.0,345678
9.0,7.6,2.0,5.512291294830151,3.6,1.0,345678
9.0,7.6,3.0,5.966877100949957,3.6,1.0,345678
9.0,7.6,4.0,6.99598128477054,3.6,1.0,345678
9.0,7.6,5.0,8.970198951735794,3.6,1.0,345678
9.0,7.6,6.0,12.638957818777238,3.6,1.0,345678
9.0,7.7,0.0,5.3972072723873685,3.6,1.0,345678
9.0,7.7,1.0,5.449031911008738,3.6,1.0,345678
9.0,7.7,2.0,5.620576657370729,3.6,1.0,345678
9.0,7.7,3.0,6.080641583605354,3.6,1.0,345678
9.0,7.7,4.0,7.119844235037439,3.6,1.0,345678
9.0,7.7,5.0,9.109223765173288,3.6,1.0,345678
9.0,7.7,6.0,12.844966978437416,3.6,1.0,345678
9.0,7.8,0.0,5.506111151229716,3.6,1.0,345678
9.0,7.8,1.0,5.558976780995784,3.6,1.0,345678
9.0,7.8,2.0,5.733144546692061,3.6,1.0,345678
9.0,7.8,3.0,6.19857472485269,3.6,1.0,345678
9.0,7.8,4.0,7.247563693080952,3.6,1.0,345678
9.0,7.8,5.0,9.25137592815931,3.6,1.0,345678
9.0,7.8,6.0,13.055328264751314,3.6,1.0,345678
9.0,7.9,0.0,5.6192715206437045,3.6,1.0,345678
9.0,7.9,1.0,5.673172682587857,3.6,1.0,345678
9.0,7.9,2.0,5.8499309121766645,3.6,1.0,345678
9.0,7.9,3.0,6.3206077587619305,3.6,1.0,345678
9.0,7.9,4.0,7.379061356849939,3.6,1.0,345678
9.0,7.9,5.0,9.396558863698738,3.6,1.0,345678
9.0,7.9,6.0,13.27001802734328,3.6,1.0,345678
9.0,8.0,0.0,5.732849126987595,3.6,1.0,345678
9.0,8.0,1.0,5.78778760110876,3.6,1.0,345678
9.0,8.0,2.0,5.96712814875404,3.6,1.0,345678
9.0,8.0,3.0,6.443000021043412,3.6,1.0,345678
9.0,8.0,4.0,7.510753188212282,3.6,1.0,345678
9.0,8.0,5.0,9.541510332677364,3.6,1.0,345678
9.0,8.0,6.0,13.485447359817831,3.6,1.0,345678
9.0,8.1,0.0,5.855335665971441,3.6,1.0,345678
9.0,8.1,1.0,5.9112940637555305,3.6,1.0,345678
9.0,8.1,2.0,6.093146523343241,3.6,1.0,345678
9.0,8.1,3.0,6.573995562173565,3.6,1.0,345678
9.0,8.1,4.0,7.650499210075051,3.6,1.0,345678
9.0,8.1,5.0,9.693305646859104,3.6,1.0,345678
9.0,8.1,6.0,13.7096631005566,3.6,1.0,345678
9.0,8.2,0.0,5.978165321961271,3.6,1.0,345678
9.0,8.2,1.0,6.0351437995174795,3.6,1.0,345678
9.0,8.2,2.0,6.219495925369235,3.6,1.0,345678
9.0,8.2,3.0,6.7052618655466025,3.6,1.0,345678
9.0,8.2,4.0,7.790333580901507,3.6,1.0,345678
9.0,8.2,5.0,9.844730497421242,3.6,1.0,345678
9.0,8.2,6.0,13.934609349085362,3.6,1.0,345678
9.0,8.3,0.0,6.105994862655311,3.6,1.0,345678
9.0,8.3,1.0,6.163982276478972,3.6,1.0,345678
9.0,8.3,2.0,6.350785589998475,3.6,1.0,345678
9.0,8.3,3.0,6.841312365384778,3.6,1.0,345678
9.0,8.3,4.0,7.934549440930526,3.6,1.0,345678
9.0,8.3,5.0,9.999628851760805,3.6,1.0,345678
9.0,8.3,6.0,14.164732063214057,3.6,1.0,345678
9.0,8.4,0.0,6.238761264047568,3.6,1.0,345678
9.0,8.4,1.0,6.297745301463846,3.6,1.0,345678
9.0,8.4,2.0,6.486948343619852,3.6,1.0,345678
9.0,8.4,3.0,6.982073550609336,3.6,1.0,345678
9.0,8.4,4.0,8.083060446302108,3.6,1.0,345678
9.0,8.4,5.0,10.180283139951152,3.6,1.0,345678
9.0,8.4,6.0,14.400024227819818,3.6,1.0,345678
9.0,8.5,0.0,6.371758028708108,3.6,1.0,345678
9.0,8.5,1.0,6.431736666638201,3.6,1.0,345678
9.0,8.5,2.0,6.623321819802612,3.6,1.0,345678
9.0,8.5,3.0,7.122974226264224,3.6,1.0,345678
9.0,8.5,4.0,8.231506919916294,3.6,1.0,345678
9.0,8.5,5.0,10.364035442992584,3.6,1.0,345678
9.0,8.5,6.0,14.636023402969055,3.1,0.0,345678
9.0,8.6,0.0,6.514825371995193,3.6,1.0,345678
9.0,8.6,1.0,6.575771112219073,3.6,1.0,345678
9.0,8.6,2.0,6.769639657367967,3.6,1.0,345678
9.0,8.6,3.0,7.27353478867704,3.6,1.0,345678
9.0,8.6,4.0,8.388920339459476,3.6,1.0,345678
9.0,8.6,5.0,10.55782669781613,3.6,1.0,345678
9.0,8.6,6.0,14.882222821858026,3.1,0.0,345678
9.0,8.7,0.0,6.658004446177438,3.6,1.0,345678
9.0,8.7,1.0,6.719913300171987,3.6,1.0,345678
9.0,8.7,2.0,6.916042727058199,3.6,1.0,345678
9.0,8.7,3.0,7.42409924432755,3.6,1.0,345678
9.0,8.7,4.0,8.546113574091489,3.6,1.0,345678
9.0,8.7,5.0,10.752124057499072,3.6,1.0,345678
9.0,8.7,6.0,15.129106868074388,3.1,0.0,345678
9.0,8.8,0.0,6.805958486037102,3.6,1.0,345678
9.0,8.8,1.0,6.868813448737869,3.6,1.0,345678
9.0,8.8,2.0,7.067140337237146,3.6,1.0,345678
9.0,8.8,3.0,7.5791704070189985,3.6,1.0,345678
9.0,8.8,4.0,8.707346491007463,3.6,1.0,345678
9.0,8.8,5.0,10.951452892576985,3.6,1.0,345678
9.0,8.8,6.0,15.3812188219655,3.1,0.0,345678
9.0,8.9,0.0,6.958595902660938,3.6,1.0,345678
9.0,8.9,1.0,7.022378687477826,3.6,1.0,345678
9.0,8.9,2.0,7.222836416481501,3.6,1.0,345678
9.0,8.9,3.0,7.738645567428904,3.6,1.0,345678
9.0,8.9,4.0,8.872503185073908,3.6,1.0,345678
9.0,8.9,5.0,11.155774023454603,3.6,1.0,345678
9.0,8.9,6.0,15.638539733609948,3.1,0.0,345678
9.0,9.0,0.0,7.111201214877972,3.6,1.0,345678
9.0,9.0,1.0,7.175905368550214,3.6,1.0,345678
9.0,9.0,2.0,7.378465443439065,3.6,1.0,345678
9.0,9.0,3.0,7.897960364751435,3.6,1.0,345678
9.0,9.0,4.0,9.037252231529646,3.6,1.0,345678
9.0,9.0,5.0,11.360539938101578,3.6,1.0,345678
9.0,9.0,6.0,15.896517146281706,3.1,0.0,345678
9.0,9.1,0.0,7.272310140885873,3.6,1.0,345678
9.0,9.1,1.0,7.337903736634593,3.6,1.0,345678
9.0,9.1,2.0,7.542458152806018,3.6,1.0,345678
9.0,9.1,3.0,8.065339697863964,3.6,1.0,345678
9.0,9.1,4.0,9.209350333795586,3.6,1.0,345678
9.0,9.1,5.0,11.574114761308364,3.6,1.0,345678
9.0,9.1,6.0,16.16357855511548,3.1,0.0,345678
9.0,9.2,0.0,7.433249706776448,3.6,1.0,345678
9.0,9.2,1.0,7.499724266146388,3.6,1.0,345678
9.0,9.2,2.0,7.706239590444482,3.6,1.0,345678
9.0,9.2,3.0,8.232404515878676,3.6,1.0,345678
9.0,9.2,4.0,9.38086732472591,3.6,1.0,345678
9.0,9.2,5.0,11.788075841461955,3.6,1.0,345678
9.0,9.2,6.0,16.431268342596717,3.1,0.0,345678
9.0,9.3,0.0,7.597915054930399,3.6,1.0,345678
9.0,9.3,1.0,7.665249505445827,3.6,1.0,345678
9.0,9.3,2.0,7.87365350792867,3.6,1.0,345678
9.0,9.3,3.0,8.402899192263508,3.6,1.0,345678
9.0,9.3,4.0,9.55532275932293,3.6,1.0,345678
9.0,9.3,5.0,12.013197331278146,3.6,1.0,345678
9.0,9.3,6.0,16.703480972553898,3.1,0.0,345678
9.0,9.4,0.0,7.766203145558087,3.6,1.0,345678
9.0,9.4,1.0,7.8343751623071505,3.6,1.0,345678
9.0,9.4,2.0,8.04459255594937,3.6,1.0,345678
9.0,9.4,3.0,8.57671022325994,3.6,1.0,345678
9.0,9.4,4.0,9.732591169615647,3.6,1.0,345678
9.0,9.4,5.0,12.246270262238708,3.6,1.0,345678
9.0,9.4,6.0,16.980190639177486,3.1,0.0,345678
9.0,9.5,0.0,7.9341727715324,3.6,1.0,345678
9.0,9.5,1.0,8.003171295794319,3.6,1.0,345678
9.0,9.5,2.0,8.215162480366738,3.6,1.0,345678
9.0,9.5,3.0,8.7500368136833,3.6,1.0,345678
9.0,9.5,4.0,9.90908554701342,3.6,1.0,345678
9.0,9.5,5.0,12.48014884574196,3.6,1.0,345678
9.0,9.5,6.0,17.25750653945737,3.1,0.0,345678
9.0,9.6,0.0,8.108832160544587,3.6,1.0,345678
9.0,9.6,1.0,8.178621972785937,3.6,1.0,345678
9.0,9.6,2.0,8.392273320451926,3.6,1.0,345678
9.0,9.6,3.0,8.929600229340842,3.6,1.0,345678
9.0,9.6,4.0,10.102825156279446,3.6,1.0,345678
9.0,9.6,5.0,12.722226281704595,3.6,1.0,345678
9.0,9.6,6.0,17.542548060260323,3.1,0.0,345678
9.0,9.7,0.0,8.283027616482896,3.6,1.0,345678
9.0,9.7,1.0,8.35359562193084,3.6,1.0,345678
9.0,9.7,2.0,8.568862660654029,3.6,1.0,345678
9.0,9.7,3.0,9.108517278601196,3.6,1.0,345678
9.0,9.7,4.0,10.313314350414101,3.6,1.0,345678
9.0,9.7,5.0,12.965088856676902,3.6,1.0,345678
9.0,9.7,6.0,17.8281650392952,3.1,0.0,345678
9.0,9.8,0.0,8.459908776473608,3.6,1.0,345678
9.0,9.8,1.0,8.531230044801507,3.6,1.0,345678
9.0,9.8,2.0,8.748032526513036,3.6,1.0,345678
9.0,9.8,3.0,9.289799783139319,3.6,1.0,345678
9.0,9.8,4.0,10.527610299413498,3.6,1.0,345678
9.0,9.8,5.0,13.212116472782574,3.6,1.0,345678
9.0,9.8,6.0,18.117607846248,3.1,0.0,345678
9.0,9.9,0.0,8.639368309334518,3.6,1.0,345678
9.0,9.9,1.0,8.711416698893796,3.6,1.0,345678
9.0,9.9,2.0,8.929671480658088,3.6,1.0,345678
9.0,9.9,3.0,9.473330642193662,3.6,1.0,345678
9.0,9.9,4.0,10.745669589368738,3.6,1.0,345678
9.0,9.9,5.0,13.46328557564595,3.6,1.0,345678
9.0,9.9,6.0,18.41084688685805,3.1,0.0,345678
9.0,10.0,0.0,8.818210176911206,3.6,1.0,345678
9.0,10.0,1.0,8.890969933078983,3.6,1.0,345678
9.0,10.0,2.0,9.11062627867753,3.6,1.0,345678
9.0,10.0,3.0,9.656040469802358,3.6,1.0,345678
9.0,10.0,4.0,10.964161685174378,3.6,1.0,345678
9.0,10.0,5.0,13.715232227828029,3.6,1.0,345678
9.0,10.0,6.0,18.704641299803445,3.1,0.0,345678
9.0,10.1,0.0,9.002197485850049,3.6,1.0,345678
9.0,10.1,1.0,9.075629860439292,3.6,1.0,345678
9.0,10.1,2.0,9.296567784564694,3.6,1.0,345678
9.0,10.1,3.0,9.843426079216199,3.6,1.0,345678
9.0,10.1,4.0,11.189276289972264,3.6,1.0,345678
9.0,10.1,5.0,13.974262907748892,3.6,1.0,345678
9.0,10.1,6.0,19.00504850275547,3.1,0.0,345678
9.0,10.2,0.0,9.185416144831633,3.6,1.0,345678
9.0,10.2,1.0,9.259503325729412,3.6,1.0,345678
9.0,10.2,2.0,9.481667246731266,3.6,1.0,345678
9.0,10.2,3.0,10.031946755755236,3.6,1.0,345678
9.0,10.2,4.0,11.414770182819595,3.6,1.0,345678
9.0,10.2,5.0,14.234048175526008,3.6,1.0,345678
9.0,10.2,6.0,19.3084305786254,3.1,0.0,345678
9.0,10.3,0.0,9.370914958488243,3.6,1.0,345678
9.0,10.3,1.0,9.445625919558447,3.6,1.0,345678
9.0,10.3,2.0,9.668920923019025,3.6,1.0,345678
9.0,10.3,3.0,10.250333470237635,3.6,1.0,345678
9.0,10.3,4.0,11.64396833760072,3.6,1.0,345678
9.0,10.3,5.0,14.497990085953793,3.435411520754962,0.33541152075496206,345678
9.0,10.3,6.0,19.623181406030923,3.1,0.0,345678
9.0,10.4,0.0,9.558590896406994,3.6,1.0,345678
9.0,10.4,1.0,9.633893224245057,3.6,1.0,345678
9.0,10.4,2.0,9.85822106276449,3.6,1.0,345678
9.0,10.4,3.0,10.472568225551486,3.6,1.0,345678
9.0,10.4,4.0,11.877756956945799,3.6,1.0,345678
9.0,10.4,5.0,14.76608273982129,3.1,0.0,345678
9.0,10.4,6.0,19.94219695108562,3.1,0.0,345678
9.0,10.5,0.0,9.745312346865017,3.6,1.0,345678
9.0,10.5,1.0,9.821185351275526,3.6,1.0,345678
9.0,10.5,2.0,10.051199555085208,3.6,1.0,345678
9.0,10.5,3.0,10.695223422352862,3.6,1.0,345678
9.0,10.5,4.0,12.121886034931922,3.6,1.0,345678
9.0,10.5,5.0,15.03491146953445,3.1,0.0,345678
9.0,10.5,6.0,20.262094101307625,3.1,0.0,345678
9.0,10.6,0.0,9.937659093477883,3.6,1.0,345678
9.0,10.6,1.0,10.014051910261578,3.6,1.0,345678
9.0,10.6,2.0,10.276004129809666,3.6,1.0,345678
9.0,10.6,3.0,10.925775607750024,3.6,1.0,345678
9.0,10.6,4.0,12.374524176184922,3.6,1.0,345678
9.0,10.6,5.0,15.311982040217371,3.1,0.0,345678
9.0,10.6,6.0,20.59033596811491,3.1,0.0,345678
9.0,10.7,0.0,10.14659527174088,3.6,1.0,345678
9.0,10.7,1.0,10.235927186360243,3.6,1.0,345678
9.0,10.7,2.0,10.501209404926081,3.6,1.0,345678
9.0,10.7,3.0,11.156694572956876,3.6,1.0,345678
9.0,10.7,4.0,12.627978958032886,3.6,1.0,345678
9.0,10.7,5.0,15.589766712347805,3.1,0.0,345678
9.0,10.7,6.0,20.919452348289898,3.1,0.0,345678
9.0,10.8,0.0,10.372055902484085,3.6,1.0,345678
9.0,10.8,1.0,10.46265947683135,3.6,1.0,345678
9.0,10.8,2.0,10.73093001188669,3.6,1.0,345678
9.0,10.8,3.0,11.392050531994276,3.6,1.0,345678
9.0,10.8,4.0,12.886448378502232,3.6,1.0,345678
9.0,10.8,5.0,15.872366968627036,3.1,0.0,345678
9.0,10.8,6.0,21.253528395948805,3.1,0.0,345678
9.0,10.9,0.0,10.60202087316091,3.6,1.0,345678
9.0,10.9,1.0,10.69389106818038,3.6,1.0,345678
9.0,10.9,2.0,10.965125723902982,3.6,1.0,345678
9.0,10.9,3.0,11.631800601087637,3.6,1.0,345678
9.0,10.9,4.0,13.149918664928656,3.6,1.0,345678
9.0,10.9,5.0,16.159764510898505,3.1,0.0,345678
9.0,10.9,6.0,21.59255721796177,3.1,0.0,345678
9.0,11.0,0.0,10.832321584551677,3.6,1.0,345678
9.0,11.0,1.0,10.925458910915873,3.6,1.0,345678
9.0,11.0,2.0,11.199650211140206,3.6,1.0,345678
9.0,11.0,3.0,11.872526419342831,3.6,1.0,345678
9.0,11.0,4.0,13.414178202925406,3.6,1.0,345678
9.0,11.0,5.0,16.447840617363,3.1,0.0,345678
9.0,11.0,6.0,21.93244457191875,3.1,0.0,345678
9.0,11.1,0.0,11.071898919909913,3.6,1.0,345678
9.0,11.1,1.0,11.16629006807289,3.6,1.0,345678
9.0,11.1,2.0,11.443390030050146,3.6,1.0,345678
9.0,11.1,3.0,12.133331516691648,3.6,1.0,345678
9.0,11.1,4.0,13.688336449371565,3.6,1.0,345678
9.0,11.1,5.0,16.74548926984309,3.1,0.0,345678
9.0,11.1,6.0,22.282066237175584,3.1,0.0,345678
9.0,11.2,0.0,11.31174165918714,3.6,1.0,345678
9.0,11.2,1.0,11.40738614786671,3.6,1.0,345678
9.0,11.2,2.0,11.687384971115316,3.6,1.0,345678
9.0,11.2,3.0,12.39493370642204,3.6,1.0,345678
9.0,11.2,4.0,13.96325437949457,3.6,1.0,345678
9.0,11.2,5.0,17.043779630585284,3.1,0.0,345678
9.0,11.2,6.0,22.632528773855537,3.1,0.0,345678
9.0,11.3,0.0,11.556940671664458,3.6,1.0,345678
9.0,11.3,1.0,11.653829693902415,3.6,1.0,345678
9.0,11.3,2.0,11.940367209276955,3.6,1.0,345678
9.0,11.3,3.0,12.662604962678879,3.6,1.0,345678
9.0,11.3,4.0,14.244140385517968,3.6,1.0,345678
9.0,11.3,5.0,17.34779327575308,3.1,0.0,345678
9.0,11.3,6.0,22.988912867336886,3.1,0.0,345678
9.0,11.4,0.0,11.807431291360828,3.6,1.0,345678
9.0,11.4,1.0,11.907789786744088,3.6,1.0,345678
9.0,11.4,2.0,12.207024121460767,3.6,1.0,345678
9.0,11.4,3.0,12.936316753901108,3.6,1.0,345678
9.0,11.4,4.0,14.5309630778002,3.1,0.0,345678
9.0,11.4,5.0,17.657493608561214,3.1,0.0,345678
9.0,11.4,6.0,23.351197366024078,3.1,0.0,345678
9.0,11.5,0.0,12.067466897080227,3.6,1.0,345678
9.0,11.5,1.0,12.171587894196477,3.6,1.0,345678
9.0,11.5,2.0,12.474450587570972,3.6,1.0,345678
9.0,11.5,3.0,13.210793831098552,3.6,1.0,345678
9.0,11.5,4.0,14.81850832234924,3.1,0.0,345678
9.0,11.5,5.0,17.967788960793943,3.1,0.0,345678
9.0,11.5,6.0,23.71430172272354,3.1,0.0,345678
9.0,11.6,0.0,12.344849170869288,3.6,1.0,345678
9.0,11.6,1.0,12.450484489145538,3.6,1.0,345678
9.0,11.6,2.0,12.756950877325579,3.6,1.0,345678
9.0,11.6,3.0,13.500260085054133,3.6,1.0,345678
9.0,11.6,4.0,15.120823449222781,3.1,0.0,345678
9.0,11.6,5.0,18.29237482398256,3.1,0.0,345678
9.0,11.6,6.0,24.091949510557182,3.1,0.0,345678
9.0,11.7,0.0,12.622932055366354,3.6,1.0,345678
9.0,11.7,1.0,12.730087719733278,3.6,1.0,345678
9.0,11.7,2.0,13.040164707930062,3.6,1.0,345678
9.0,11.7,3.0,13.79043270043737,3.6,1.0,345678
9.0,11.7,4.0,15.423796806468149,3.1,0.0,345678
9.0,11.7,5.0,18.61748161610687,3.1,0.0,345678
9.0,11.7,6.0,24.470373659961336,3.1,0.0,345678
9.0,11.8,0.0,12.911057338114784,3.6,1.0,345678
9.0,11.8,1.0,13.019731603807017,3.6,1.0,345678
9.0,11.8,2.0,13.333403737126696,3.6,1.0,345678
9.0,11.8,3.0,14.090569368270339,3.6,1.0,345678
9.0,11.8,4.0,15.73656795905985,3.1,0.0,345678
9.0,11.8,5.0,18.952013930102066,3.1,0.0,345678
9.0,11.8,6.0,24.858515119103053,3.1,0.0,345678
9.0,11.9,0.0,13.209151013455823,3.6,1.0,345678
9.0,11.9,1.0,13.319341628696066,3.6,1.0,345678
9.0,11.9,2.0,13.63659225588142,3.6,1.0,345678
9.0,11.9,3.0,14.400592082204692,3.6,1.0,345678
9.0,11.9,4.0,16.059054612753794,3.1,0.0,345678
9.0,11.9,5.0,19.298007398673146,3.1,0.0,345678
9.0,11.9,6.0,25.25631269168688,3.1,0.0,345678
9.0,12.0,0.0,13.507887352730766,3.6,1.0,345678
9.0,12.0,1.0,13.619599382982898,3.6,1.0,345678
9.0,12.0,2.0,13.940433170534682,3.6,1.0,345678
9.0,12.0,3.0,14.71125578282015,3.1,0.0,345678
9.0,12.0,4.0,16.38212632994707,3.1,0.0,345678
9.0,12.0,5.0,19.653660143746436,3.1,0.0,345678
9.0,12.0,6.0,25.65484423864252,3.1,0.0,345678
9.0,12.1,0.0,13.830112793209679,3.6,1.0,345678
9.0,12.1,1.0,13.943331449662232,3.6,1.0,345678
9.0,12.1,2.0,14.26769619486425,3.6,1.0,345678
9.0,12.1,3.0,15.04519353241022,3.1,0.0,345678
9.0,12.1,4.0,16.728117834366298,3.1,0.0,345678
9.0,12.1,5.0,20.032726070032073,3.1,0.0,345678
